Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010]
Latvia,LVA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.4,8.12,8.77,9,9.56
Latvia,LVA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,4.47,1.08,0.54,0.65,0.3
Latvia,LVA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Lebanon,LBN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Lebanon,LBN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Lebanon,LBN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Lebanon,LBN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Lebanon,LBN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Lebanon,LBN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,45.6,..,..,..,..
Lesotho,LSO,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.37,3.81,4.26,4.81,4.83
Lesotho,LSO,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.18,0.48,0.84,1.36,0.98
Lesotho,LSO,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0,0.01,0.02,0.04,0.04
Lesotho,LSO,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.18,5.12,5.38,6.6,5.5
Lesotho,LSO,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,29.63,25.65,20.84,16.17,12.39
Lesotho,LSO,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Liberia,LBR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.77,1.45,2.07,2.31,2.88
Liberia,LBR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.35,0.7,0.87,1.04,1.21
Liberia,LBR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.04,0.05,0.08,0.14,0.11
Liberia,LBR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.63,3.2,3.13,2.95,3.97
Liberia,LBR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,84.52,72.87,61.96,58.02,47.26
Liberia,LBR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Libya,LBY,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.3,2.42,3.54,4.2,4.53
Libya,LBY,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.2,0.78,1.53,2.23,2.76
Libya,LBY,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.02,0.06,0.1,0.35,0.71
Libya,LBY,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.85,5.76,7.65,8.63,9.41
Libya,LBY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,67.47,49.48,34.53,26.61,22.1
Libya,LBY,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Liechtenstein,LIE,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Liechtenstein,LIE,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Liechtenstein,LIE,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Liechtenstein,LIE,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Liechtenstein,LIE,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Liechtenstein,LIE,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,0.3,..,..,3.02176,..
Lithuania,LTU,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.09,3.77,4.68,5.01,5.17
Lithuania,LTU,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.57,3.29,3.79,4.03,4.9
Lithuania,LTU,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.21,0.3,0.34,0.45,0.82
Lithuania,LTU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.82,8.74,10.31,6.97,7.96
Lithuania,LTU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,21.45,13.42,7.53,2.98,0
Lithuania,LTU,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Luxembourg,LUX,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.31,5.43,5.44,5.44,5.58
Luxembourg,LUX,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.72,2.51,3.09,3.63,4.48
Luxembourg,LUX,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.18,0.28,0.37,0.48,0.93
Luxembourg,LUX,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.17,6.4,6.54,7.26,8.02
Luxembourg,LUX,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,21.53,2.22,2.22,5.55,4.64
Luxembourg,LUX,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,0
"Macao SAR, China",MAC,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.43,3.77,4.1,4.4,4.87
"Macao SAR, China",MAC,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.59,0.97,1.39,1.98,3.12
"Macao SAR, China",MAC,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.04,0.11,0.18,0.3,0.55
"Macao SAR, China",MAC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.46,5.1,5.96,6.61,9.4
"Macao SAR, China",MAC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,20.64,14.99,10.63,6.2,3.46
"Macao SAR, China",MAC,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,26.83857,..,..,..,..
Madagascar,MDG,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Madagascar,MDG,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Madagascar,MDG,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Madagascar,MDG,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Madagascar,MDG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Madagascar,MDG,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Malawi,MWI,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.46,2.11,2.64,3.12,4.15
Malawi,MWI,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.1,0.22,0.24,0.35,0.65
Malawi,MWI,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.01,0.01,0.01,0.01
Malawi,MWI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.49,3.61,3.59,4.22,4.55
Malawi,MWI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,50.58,49.36,44.63,35.41,18.02
Malawi,MWI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Malaysia,MYS,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.17,3.87,4.39,5.05,5.37
Malaysia,MYS,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.98,1.81,2.37,3.78,4.58
Malaysia,MYS,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.05,0.09,0.2,0.26,0.49
Malaysia,MYS,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.61,8.09,10.16,11.37,11.96
Malaysia,MYS,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,35.84,26.92,15.3,11.69,6.88
Malaysia,MYS,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,36.59748,..,14.67515,8.78213
Maldives,MDV,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.35,2.66,2.75,2.83,3.89
Maldives,MDV,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.66,1.86,1.65,1.4,2.1
Maldives,MDV,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.02,0.03,0.02,0.03
Maldives,MDV,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.4,4.2,4.99,6.32,9.08
Maldives,MDV,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,44.32,37.5,35.17,32.87,19.52
Maldives,MDV,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Mali,MLI,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.26,0.51,0.74,0.96,1.33
Mali,MLI,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.03,0.1,0.14,0.24,0.59
Mali,MLI,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.01,0.02,0.03,0.05
Mali,MLI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,0.6,0.99,1.05,1.61,3.14
Mali,MLI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,93.41,87.47,82.71,78.92,74.57
Mali,MLI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Malta,MLT,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.88,4.3,4.88,5.34,5.82
Malta,MLT,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.8,2.73,3.61,4.12,4.23
Malta,MLT,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.14,0.18,0.24,0.32,0.47
Malta,MLT,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.21,9.38,10.72,10.63,10.27
Malta,MLT,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,24.54,24.33,16.71,9.71,1.64
Malta,MLT,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,12.2335,2.17677
Marshall Islands,MHL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Marshall Islands,MHL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Marshall Islands,MHL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Marshall Islands,MHL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Marshall Islands,MHL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Marshall Islands,MHL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Mauritania,MRT,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.53,1.83,2.26,2.81,3.61
Mauritania,MRT,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.11,0.27,0.46,0.67,0.86
Mauritania,MRT,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.03,0.04,0.07,0.05
Mauritania,MRT,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.8,2.83,3.55,4.68,6.21
Mauritania,MRT,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,64.88,61.72,55.8,46.42,32.16
Mauritania,MRT,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Mauritius,MUS,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.53,3.51,3.97,4.37,4.92
Mauritius,MUS,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.37,1.79,2.48,2.27,3.81
Mauritius,MUS,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.06,0.04,0.06,0.13
Mauritius,MUS,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.95,7.52,8.75,8.34,11.85
Mauritius,MUS,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,25.08,21.05,13.95,9.55,5.38
Mauritius,MUS,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,18.3,12.2335,..
Mexico,MEX,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.56,3.22,4.1,4.67,5.08
Mexico,MEX,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.76,1.5,2.15,2.63,3.18
Mexico,MEX,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.07,0.18,0.22,0.36,0.53
Mexico,MEX,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.59,6.5,7.96,8.69,9.68
Mexico,MEX,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,31.84,27.49,16.58,10.31,7.24
Mexico,MEX,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,34.20402,18.83536,13.30257,9.29352
Moldova,MDA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.59,3.1,3.45,3.68,3.91
Moldova,MDA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.85,3.9,4.7,5.17,6.02
Moldova,MDA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.2,0.27,0.32,0.36,0.47
Moldova,MDA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.96,8.69,9.27,8.62,8.25
Moldova,MDA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,28.07,17.62,10.28,5.25,0.98
Moldova,MDA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,1.11486
Monaco,MCO,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Monaco,MCO,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Monaco,MCO,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Monaco,MCO,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Monaco,MCO,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Monaco,MCO,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Mongolia,MNG,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.88,3.2,3.39,3.11,3.19
Mongolia,MNG,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.47,2.78,4.03,4.43,5.21
Mongolia,MNG,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.21,0.37,0.35,0.35,0.81
Mongolia,MNG,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.96,6.31,7.12,6.4,8.04
Mongolia,MNG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,46.5,12.07,2,5.46,4.29
Mongolia,MNG,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,5.53692,4.50521
Montenegro,MNE,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Montenegro,MNE,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Montenegro,MNE,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Montenegro,MNE,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Montenegro,MNE,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Montenegro,MNE,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Morocco,MAR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.56,1.02,1.62,2.15,2.81
Morocco,MAR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.4,0.67,1.07,1.44,1.86
Morocco,MAR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.02,0.07,0.17,0.23,0.29
Morocco,MAR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.67,2.67,4.06,4.46,6.79
Morocco,MAR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,87.11,76.95,64.75,54.91,43.76
Morocco,MAR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Mozambique,MOZ,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.97,1.07,0.91,0.94,1.58
Mozambique,MOZ,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.04,0.06,0.08,0.13,0.33
Mozambique,MOZ,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0,0,0.01,0.01,0.01
Mozambique,MOZ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.03,2.14,1.38,1.05,3.76
Mozambique,MOZ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,73.25,71.76,77,77.45,68.14
Mozambique,MOZ,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,81,..,..,..
Myanmar,MMR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.91,1.36,2.03,2.62,3.17
Myanmar,MMR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.53,0.82,0.68,0.9,1.37
Myanmar,MMR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.04,0.11,0.17,0.31
Myanmar,MMR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.44,3.44,3.77,4.96,6.77
Myanmar,MMR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,71.19,56.94,34.71,24.67,16.95
Myanmar,MMR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Namibia,NAM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.1,3.83,4.54,4.44,4.79
Namibia,NAM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.8,1.13,1.53,1.2,1.34
Namibia,NAM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.05,0.06,0.07,0.07,0.04
Namibia,NAM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.14,6.32,7.17,4.79,5.27
Namibia,NAM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,42.24,32.71,24.1,23.7,20.81
Namibia,NAM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Nepal,NPL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.32,0.64,1.36,1.91,2.8
Nepal,NPL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.17,0.31,1.01,0.97,1.33
Nepal,NPL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.04,0.11,0.09,0.09
Nepal,NPL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.13,1.88,3.28,4.12,6.24
Nepal,NPL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,92.49,85.09,65.77,53.4,36.15
Nepal,NPL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Netherlands,NLD,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.75,5.79,5.82,5.87,5.95
Netherlands,NLD,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.27,3.33,3.93,4.31,4.61
Netherlands,NLD,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.18,0.34,0.53,0.63,0.83
Netherlands,NLD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.67,8.96,8.29,8.61,9.06
Netherlands,NLD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,2.32,2.02,1.8,1.2,0
Netherlands,NLD,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
New Caledonia,NCL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
New Caledonia,NCL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
New Caledonia,NCL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
New Caledonia,NCL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
New Caledonia,NCL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
New Caledonia,NCL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
New Zealand,NZL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,6.42,6.74,6.74,6.65,6.41
New Zealand,NZL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,4.07,4.06,3.82,4,3.6
New Zealand,NZL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.44,0.78,1.06,1.12,0.97
New Zealand,NZL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,11.87,11.85,11.21,12.09,10.67
New Zealand,NZL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,1.73,0.98,0.1,0.11,0.9
New Zealand,NZL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Nicaragua,NIC,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.23,2.55,2.98,3.55,4.17
Nicaragua,NIC,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.59,0.89,1.18,1.58,2.02
Nicaragua,NIC,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.21,0.31,0.33,0.38,0.42
Nicaragua,NIC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.61,4.32,4.59,5.88,7.26
Nicaragua,NIC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,48.13,43.43,35.76,26.95,17.25
Nicaragua,NIC,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Niger,NER,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.4,0.54,0.81,1.07,1.43
Niger,NER,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.04,0.11,0.21,0.28,0.42
Niger,NER,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.01,0.02,0.02,0.03
Niger,NER,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,0.53,1.09,1.72,1.78,2.9
Niger,NER,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,91.05,88.68,83.67,78.95,72.85
Niger,NER,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Nigeria,NGA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Nigeria,NGA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Nigeria,NGA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Nigeria,NGA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Nigeria,NGA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Nigeria,NGA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
North Macedonia,MKD,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
North Macedonia,MKD,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
North Macedonia,MKD,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
